FID,VolcanoNumber,VolcanoName,ExplosivityIndexMax,StartDate,StartDateYear,StartDateMonth,StartDateDay,EndDate,EndDateYear,EndDateMonth,EndDateDay,ContinuingEruption,LatitudeDecimal,LongitudeDecimal,GeoLocation,Activity_ID
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5107,255020,Bagana,2,19680816,1968,8,16,19680816,1968,8,16,FALSE,-6.137,155.196,"155.196,-6.137",15136
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5106,255020,Bagana,2,19700521,1970,5,21,19710816,1971,8,16,FALSE,-6.137,155.196,"155.196,-6.137",15137
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5105,255020,Bagana,2,19720702,1972,7,2,19950702,1995,7,2,FALSE,-6.137,155.196,"155.196,-6.137",15138
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5104,255020,Bagana,2,20000228,2000,2,28,20200602,2020,6,2,TRUE,-6.137,155.196,"155.196,-6.137",15139
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5103,255020,Bagana,2,19590702,1959,7,2,19600516,1960,5,16,FALSE,-6.137,155.196,"155.196,-6.137",15131
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5102,255020,Bagana,2,19610726,1961,7,26,,,,,FALSE,-6.137,155.196,"155.196,-6.137",15132
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5101,255020,Bagana,2,19620215,1962,2,15,19630702,1963,7,2,FALSE,-6.137,155.196,"155.196,-6.137",15133
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5100,255060,Kavachi,1,20140129,2014,1,29,20140129,2014,1,29,FALSE,-8.991,157.979,"157.979,-8.991",20920
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ff,255060,Kavachi,2,19910504,1991,5,4,19910916,1991,9,16,FALSE,-8.991,157.979,"157.979,-8.991",15173
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50fe,255060,Kavachi,1,19970116,1997,1,16,19970117,1997,1,17,FALSE,-8.991,157.979,"157.979,-8.991",15174
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50fd,255060,Kavachi,1,19990216,1999,2,16,19990516,1999,5,16,FALSE,-8.991,157.979,"157.979,-8.991",15176
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50fc,255060,Kavachi,1,19991116,1999,11,16,20030816,2003,8,16,FALSE,-8.991,157.979,"157.979,-8.991",15178
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50fb,255060,Kavachi,1,20040315,2004,3,15,,,,,FALSE,-8.991,157.979,"157.979,-8.991",15179
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50fa,255060,Kavachi,1,20070402,2007,4,2,20070406,2007,4,6,FALSE,-8.991,157.979,"157.979,-8.991",15180
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50f9,255060,Kavachi,1,19770717,1977,7,17,19770722,1977,7,22,FALSE,-8.991,157.979,"157.979,-8.991",15166
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50f8,255060,Kavachi,2,19780621,1978,6,21,19780722,1978,7,22,FALSE,-8.991,157.979,"157.979,-8.991",15167
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50f7,255060,Kavachi,1,19801007,1980,10,7,19810225,1981,2,25,FALSE,-8.991,157.979,"157.979,-8.991",15168
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50f6,255060,Kavachi,2,19820407,1982,4,7,19820602,1982,6,2,FALSE,-8.991,157.979,"157.979,-8.991",15170
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50f5,255060,Kavachi,1,19851209,1985,12,9,19860228,1986,2,28,FALSE,-8.991,157.979,"157.979,-8.991",15171
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50f4,255060,Kavachi,1,19860705,1986,7,5,19860723,1986,7,23,FALSE,-8.991,157.979,"157.979,-8.991",15172
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50f3,255060,Kavachi,2,19691028,1969,10,28,19700206,1970,2,6,FALSE,-8.991,157.979,"157.979,-8.991",15160
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50f2,255060,Kavachi,0,19721024,1972,10,24,,,,,FALSE,-8.991,157.979,"157.979,-8.991",15161
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50f1,255060,Kavachi,1,19741112,1974,11,12,19741212,1974,12,12,FALSE,-8.991,157.979,"157.979,-8.991",15162
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50f0,255060,Kavachi,1,19750816,1975,8,16,,,,,FALSE,-8.991,157.979,"157.979,-8.991",15163
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ef,255060,Kavachi,1,19760824,1976,8,24,19761013,1976,10,13,FALSE,-8.991,157.979,"157.979,-8.991",15164
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ee,255060,Kavachi,1,19770222,1977,2,22,,,,,FALSE,-8.991,157.979,"157.979,-8.991",15165
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ed,255060,Kavachi,2,19610328,1961,3,28,,,,,FALSE,-8.991,157.979,"157.979,-8.991",15155
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ec,255060,Kavachi,2,19620116,1962,1,16,19620216,1962,2,16,FALSE,-8.991,157.979,"157.979,-8.991",15156
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50eb,255060,Kavachi,2,19631214,1963,12,14,19640131,1964,1,31,FALSE,-8.991,157.979,"157.979,-8.991",15157
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ea,255060,Kavachi,2,19651211,1965,12,11,19651213,1965,12,13,FALSE,-8.991,157.979,"157.979,-8.991",15158
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50e9,255060,Kavachi,2,19660319,1966,3,19,19660322,1966,3,22,FALSE,-8.991,157.979,"157.979,-8.991",15159
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50e8,256010,Tinakula,2,20060211,2006,2,11,20071109,2007,11,9,FALSE,-10.386,165.804,"165.804,-10.386",15209
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50e7,256010,Tinakula,1,20080919,2008,9,19,20081129,2008,11,29,FALSE,-10.386,165.804,"165.804,-10.386",15210
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50e6,256010,Tinakula,3,20171021,2017,10,21,20171026,2017,10,26,FALSE,-10.386,165.804,"165.804,-10.386",22239
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50e5,256010,Tinakula,2,20181208,2018,12,8,20200604,2020,6,4,TRUE,-10.386,165.804,"165.804,-10.386",22313
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50e4,256010,Tinakula,2,19710906,1971,9,6,19711211,1971,12,11,FALSE,-10.386,165.804,"165.804,-10.386",15201
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50e3,256010,Tinakula,2,19840603,1984,6,3,19850613,1985,6,13,FALSE,-10.386,165.804,"165.804,-10.386",15202
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50e2,256010,Tinakula,1,19890816,1989,8,16,19900216,1990,2,16,FALSE,-10.386,165.804,"165.804,-10.386",15203
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50e1,256010,Tinakula,1,19950702,1995,7,2,,,,,FALSE,-10.386,165.804,"165.804,-10.386",15204
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50e0,256010,Tinakula,1,19990516,1999,5,16,,,,,FALSE,-10.386,165.804,"165.804,-10.386",15205
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50df,256010,Tinakula,1,20000229,2000,2,29,20010508,2001,5,8,FALSE,-10.386,165.804,"165.804,-10.386",15206
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50de,256010,Tinakula,3,19651123,1965,11,23,19660611,1966,6,11,FALSE,-10.386,165.804,"165.804,-10.386",15200
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50dd,257010,Suretamatai,2,19650809,1965,8,9,19660702,1966,7,2,FALSE,-13.8,167.47,"167.47,-13.8",15215
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50dc,257020,Gaua,2,19620716,1962,7,16,,,,,FALSE,-14.27,167.5,"167.5,-14.27",15217
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50db,257020,Gaua,2,19630915,1963,9,15,19631109,1963,11,9,FALSE,-14.27,167.5,"167.5,-14.27",15218
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50da,257020,Gaua,3,19650927,1965,9,27,19650930,1965,9,30,FALSE,-14.27,167.5,"167.5,-14.27",15219
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50d9,257020,Gaua,2,19660702,1966,7,2,,,,,FALSE,-14.27,167.5,"167.5,-14.27",15220
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50d8,257020,Gaua,2,19670716,1967,7,16,,,,,FALSE,-14.27,167.5,"167.5,-14.27",15221
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50d7,257020,Gaua,2,19680702,1968,7,2,19681201,1968,12,1,FALSE,-14.27,167.5,"167.5,-14.27",15222
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50d6,257020,Gaua,1,20110917,2011,9,17,20111010,2011,10,10,FALSE,-14.27,167.5,"167.5,-14.27",20938
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50d5,257020,Gaua,1,19810709,1981,7,9,19810709,1981,7,9,FALSE,-14.27,167.5,"167.5,-14.27",15229
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50d4,257020,Gaua,2,19820418,1982,4,18,19820418,1982,4,18,FALSE,-14.27,167.5,"167.5,-14.27",15230
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50d3,257020,Gaua,2,20090927,2009,9,27,20100619,2010,6,19,FALSE,-14.27,167.5,"167.5,-14.27",15231
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50d2,257020,Gaua,2,19690922,1969,9,22,,,,,FALSE,-14.27,167.5,"167.5,-14.27",15223
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50d1,257020,Gaua,2,19710512,1971,5,12,19710513,1971,5,13,FALSE,-14.27,167.5,"167.5,-14.27",15224
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50d0,257020,Gaua,2,19731009,1973,10,9,19740121,1974,1,21,FALSE,-14.27,167.5,"167.5,-14.27",15225
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50cf,257020,Gaua,2,19760115,1976,1,15,,,,,FALSE,-14.27,167.5,"167.5,-14.27",15226
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ce,257020,Gaua,2,19770413,1977,4,13,19770413,1977,4,13,FALSE,-14.27,167.5,"167.5,-14.27",15227
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50cd,257020,Gaua,1,19800702,1980,7,2,,,,,FALSE,-14.27,167.5,"167.5,-14.27",15228
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50cc,257030,Ambae,2,19950302,1995,3,2,19950303,1995,3,3,FALSE,-15.389,167.835,"167.835,-15.389",15236
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50cb,257030,Ambae,2,20051127,2005,11,27,20060216,2006,2,16,FALSE,-15.389,167.835,"167.835,-15.389",15237
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ca,257030,Ambae,1,20110604,2011,6,4,20110710,2011,7,10,FALSE,-15.389,167.835,"167.835,-15.389",20752
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50c9,257030,Ambae,3,20170906,2017,9,6,20181030,2018,10,30,FALSE,-15.389,167.835,"167.835,-15.389",22240
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50c8,257040,Ambrym,1,19941216,1994,12,16,,,,,FALSE,-16.25,168.12,"168.12,-16.25",15290
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50c7,257040,Ambrym,1,19960616,1996,6,16,20050816,2005,8,16,FALSE,-16.25,168.12,"168.12,-16.25",15295
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50c6,257040,Ambrym,2,20061108,2006,11,8,20071227,2007,12,27,FALSE,-16.25,168.12,"168.12,-16.25",15296
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50c5,257040,Ambrym,2,20080523,2008,5,23,20181217,2018,12,17,FALSE,-16.25,168.12,"168.12,-16.25",15297
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50c4,257040,Ambrym,2,19830702,1983,7,2,,,,,FALSE,-16.25,168.12,"168.12,-16.25",15284
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50c3,257040,Ambrym,2,19840702,1984,7,2,19860308,1986,3,8,FALSE,-16.25,168.12,"168.12,-16.25",15285
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50c2,257040,Ambrym,2,19861113,1986,11,13,19861119,1986,11,19,FALSE,-16.25,168.12,"168.12,-16.25",15286
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50c1,257040,Ambrym,3,19880212,1988,2,12,19880823,1988,8,23,FALSE,-16.25,168.12,"168.12,-16.25",15287
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50c0,257040,Ambrym,2,19890424,1989,4,24,19891223,1989,12,23,FALSE,-16.25,168.12,"168.12,-16.25",15288
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50bf,257040,Ambrym,2,19900916,1990,9,16,19910716,1991,7,16,FALSE,-16.25,168.12,"168.12,-16.25",15289
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50be,257040,Ambrym,2,19770120,1977,1,20,19770128,1977,1,28,FALSE,-16.25,168.12,"168.12,-16.25",15278
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50bd,257040,Ambrym,2,19770816,1977,8,16,19770930,1977,9,30,FALSE,-16.25,168.12,"168.12,-16.25",15279
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50bc,257040,Ambrym,2,19790126,1979,1,26,19790218,1979,2,18,FALSE,-16.25,168.12,"168.12,-16.25",15280
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50bb,257040,Ambrym,2,19790606,1979,6,6,19790916,1979,9,16,FALSE,-16.25,168.12,"168.12,-16.25",15281
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ba,257040,Ambrym,3,19800516,1980,5,16,19800818,1980,8,18,FALSE,-16.25,168.12,"168.12,-16.25",15282
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50b9,257040,Ambrym,2,19810220,1981,2,20,19810930,1981,9,30,FALSE,-16.25,168.12,"168.12,-16.25",15283
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50b8,257040,Ambrym,2,19630830,1963,8,30,19630923,1963,9,23,FALSE,-16.25,168.12,"168.12,-16.25",15272
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50b7,257040,Ambrym,2,19640216,1964,2,16,19660916,1966,9,16,FALSE,-16.25,168.12,"168.12,-16.25",15273
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50b6,257040,Ambrym,2,19670716,1967,7,16,19700829,1970,8,29,FALSE,-16.25,168.12,"168.12,-16.25",15274
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50b5,257040,Ambrym,2,19710203,1971,2,3,19711105,1971,11,5,FALSE,-16.25,168.12,"168.12,-16.25",15275
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50b4,257040,Ambrym,3,19720415,1972,4,15,19720815,1972,8,15,FALSE,-16.25,168.12,"168.12,-16.25",15276
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50b3,257040,Ambrym,3,19730415,1973,4,15,19761014,1976,10,14,FALSE,-16.25,168.12,"168.12,-16.25",15277
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50b2,257040,Ambrym,1,19600917,1960,9,17,,,,,FALSE,-16.25,168.12,"168.12,-16.25",15270
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50b1,257040,Ambrym,3,19610815,1961,8,15,19630403,1963,4,3,FALSE,-16.25,168.12,"168.12,-16.25",15271
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50b0,257050,Lopevi,2,20040916,2004,9,16,20040916,2004,9,16,FALSE,-16.507,168.346,"168.346,-16.507",15319
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50af,257050,Lopevi,2,20050130,2005,1,30,20050331,2005,3,31,FALSE,-16.507,168.346,"168.346,-16.507",15320
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ae,257050,Lopevi,2,20051027,2005,10,27,20060801,2006,8,1,FALSE,-16.507,168.346,"168.346,-16.507",15321
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ad,257050,Lopevi,2,20070421,2007,4,21,20070514,2007,5,14,FALSE,-16.507,168.346,"168.346,-16.507",15322
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ac,257050,Lopevi,2,19790702,1979,7,2,19790912,1979,9,12,FALSE,-16.507,168.346,"168.346,-16.507",15313
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50ab,257050,Lopevi,3,19800415,1980,4,15,19800820,1980,8,20,FALSE,-16.507,168.346,"168.346,-16.507",15314
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50aa,257050,Lopevi,2,19821024,1982,10,24,19821025,1982,10,25,FALSE,-16.507,168.346,"168.346,-16.507",15315
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50a9,257050,Lopevi,3,19980716,1998,7,16,20000425,2000,4,25,FALSE,-16.507,168.346,"168.346,-16.507",15316
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50a8,257050,Lopevi,3,20010608,2001,6,8,20010619,2001,6,19,FALSE,-16.507,168.346,"168.346,-16.507",15317
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50a7,257050,Lopevi,3,20030608,2003,6,8,20030616,2003,6,16,FALSE,-16.507,168.346,"168.346,-16.507",15318
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50a6,257050,Lopevi,3,19670127,1967,1,27,19690331,1969,3,31,FALSE,-16.507,168.346,"168.346,-16.507",15307
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50a5,257050,Lopevi,2,19700509,1970,5,9,19720807,1972,8,7,FALSE,-16.507,168.346,"168.346,-16.507",15308
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50a4,257050,Lopevi,2,19740116,1974,1,16,19741007,1974,10,7,FALSE,-16.507,168.346,"168.346,-16.507",15309
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50a3,257050,Lopevi,2,19750306,1975,3,6,19750623,1975,6,23,FALSE,-16.507,168.346,"168.346,-16.507",15310
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50a2,257050,Lopevi,1,19760501,1976,5,1,19760905,1976,9,5,FALSE,-16.507,168.346,"168.346,-16.507",15311
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50a1,257050,Lopevi,2,19781122,1978,11,22,19790316,1979,3,16,FALSE,-16.507,168.346,"168.346,-16.507",15312
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-50a0,257050,Lopevi,3,19600710,1960,7,10,19600916,1960,9,16,FALSE,-16.507,168.346,"168.346,-16.507",15304
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-509f,257050,Lopevi,0,19620716,1962,7,16,19620716,1962,7,16,FALSE,-16.507,168.346,"168.346,-16.507",15305
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-509e,257050,Lopevi,3,19630707,1963,7,7,19650702,1965,7,2,FALSE,-16.507,168.346,"168.346,-16.507",15306
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-509d,257060,Epi,0,19790702,1979,7,2,,,,,FALSE,-16.68,168.37,"168.37,-16.68",15095
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-509c,257060,Epi,0,19600716,1960,7,16,,,,,FALSE,-16.68,168.37,"168.37,-16.68",15328
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-509b,257060,Epi,1,19990201,1999,2,1,,,,,FALSE,-16.68,168.37,"168.37,-16.68",15330
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-509a,257060,Epi,1,20020316,2002,3,16,20020316,2002,3,16,FALSE,-16.68,168.37,"168.37,-16.68",15331
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5099,257060,Epi,2,20040216,2004,2,16,20040224,2004,2,24,FALSE,-16.68,168.37,"168.37,-16.68",15332
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5098,257070,Kuwae,0,19740204,1974,2,4,19740916,1974,9,16,FALSE,-16.829,168.536,"168.536,-16.829",15347
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5097,257070,Kuwae,2,19710222,1971,2,22,19710222,1971,2,22,FALSE,-16.829,168.536,"168.536,-16.829",15344
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5096,257100,Yasur,3,17740702,1774,7,2,20200604,2020,6,4,TRUE,-19.532,169.447,"169.447,-19.532",15355
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5095,258001,Eastern Gemini Seamount,1,19960218,1996,2,18,19960222,1996,2,22,FALSE,-20.98,170.28,"170.28,-20.98",15356
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5094,260010,Barren Island,2,19910401,1991,4,1,19911031,1991,10,31,FALSE,12.278,93.858,"93.858,12.278",15383
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5093,260010,Barren Island,2,20170115,2017,1,15,20170516,2017,5,16,FALSE,12.278,93.858,"93.858,12.278",22187
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5092,260010,Barren Island,1,20180925,2018,9,25,20200522,2020,5,22,TRUE,12.278,93.858,"93.858,12.278",22292
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5091,260010,Barren Island,2,19941220,1994,12,20,19950605,1995,6,5,FALSE,12.278,93.858,"93.858,12.278",15384
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5090,260010,Barren Island,2,20050526,2005,5,26,20071223,2007,12,23,FALSE,12.278,93.858,"93.858,12.278",15386
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-508f,260010,Barren Island,2,20080513,2008,5,13,20100419,2010,4,19,FALSE,12.278,93.858,"93.858,12.278",15387
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-508e,260010,Barren Island,2,20100917,2010,9,17,20110622,2011,6,22,FALSE,12.278,93.858,"93.858,12.278",15388
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-508d,260010,Barren Island,1,20130216,2013,2,16,20130216,2013,2,16,FALSE,12.278,93.858,"93.858,12.278",20754
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-508c,260010,Barren Island,2,20131012,2013,10,12,20160517,2016,5,17,FALSE,12.278,93.858,"93.858,12.278",20918
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-508b,261030,Peuet Sague,2,19860702,1986,7,2,,,,,FALSE,4.903,96.289,"96.289,4.903",15375
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-508a,261030,Peuet Sague,2,19910702,1991,7,2,,,,,FALSE,4.903,96.289,"96.289,4.903",15376
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5089,261030,Peuet Sague,2,19790702,1979,7,2,,,,,FALSE,4.903,96.289,"96.289,4.903",15392
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5088,261030,Peuet Sague,1,19980419,1998,4,19,19980426,1998,4,26,FALSE,4.903,96.289,"96.289,4.903",15393
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5087,261030,Peuet Sague,1,19990309,1999,3,9,19990430,1999,4,30,FALSE,4.903,96.289,"96.289,4.903",15394
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5086,261030,Peuet Sague,2,20001225,2000,12,25,20001226,2000,12,26,FALSE,4.903,96.289,"96.289,4.903",15395
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5085,261080,Sinabung,2,20100827,2010,8,27,20100918,2010,9,18,FALSE,3.17,98.392,"98.392,3.17",15404
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5084,261080,Sinabung,4,20130915,2013,9,15,20180830,2018,8,30,FALSE,3.17,98.392,"98.392,3.17",20818
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5083,261080,Sinabung,4,20190206,2019,2,6,20190609,2019,6,9,FALSE,3.17,98.392,"98.392,3.17",22316
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5082,261120,Sorikmarapi,2,19700702,1970,7,2,,,,,FALSE,0.686,99.539,"99.539,0.686",15413
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5081,261120,Sorikmarapi,1,19860705,1986,7,5,19860714,1986,7,14,FALSE,0.686,99.539,"99.539,0.686",15414
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5080,261140,Marapi,1,20151114,2015,11,14,20151114,2015,11,14,FALSE,-0.38,100.474,"100.474,-0.38",22111
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-507f,261140,Marapi,1,20170604,2017,6,4,20170604,2017,6,4,FALSE,-0.38,100.474,"100.474,-0.38",22226
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-507e,261140,Marapi,2,20180427,2018,4,27,20180502,2018,5,2,FALSE,-0.38,100.474,"100.474,-0.38",22262
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-507d,261140,Marapi,2,20110803,2011,8,3,20111012,2011,10,12,FALSE,-0.38,100.474,"100.474,-0.38",20795
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-507c,261140,Marapi,1,20120301,2012,3,1,20120518,2012,5,18,FALSE,-0.38,100.474,"100.474,-0.38",20796
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-507b,261140,Marapi,1,20120926,2012,9,26,20120926,2012,9,26,FALSE,-0.38,100.474,"100.474,-0.38",20797
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-507a,261140,Marapi,1,20140203,2014,2,3,20140226,2014,2,26,FALSE,-0.38,100.474,"100.474,-0.38",20931
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5079,261140,Marapi,2,19990416,1999,4,16,19990916,1999,9,16,FALSE,-0.38,100.474,"100.474,-0.38",15476
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5078,261140,Marapi,2,20000311,2000,3,11,20000403,2000,4,3,FALSE,-0.38,100.474,"100.474,-0.38",15477
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5077,261140,Marapi,2,20010413,2001,4,13,20010605,2001,6,5,FALSE,-0.38,100.474,"100.474,-0.38",15478
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5076,261140,Marapi,2,20040805,2004,8,5,20040805,2004,8,5,FALSE,-0.38,100.474,"100.474,-0.38",15479
E3WebApp_Eruptions1960.fid-285b36de_1728a7c6504_-5075,261140,Marapi,1,19800329,1980,3,29,,,,,FALSE,-0.38,100.474,"100.474,-0.38",15469
