FID,VolcanoNumber,VolcanoName,SO2_Kilotons,StartDate,EndDate,Emission_ID
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-495d,332010,Kilauea,30.8,19850612,19850612,255
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-495c,332010,Kilauea,33.1,19850706,19850706,256
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-495b,332010,Kilauea,17.9,19850726,19850726,257
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-495a,332010,Kilauea,57.7,19850902,19850902,258
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4959,332010,Kilauea,35.3,19850924,19850924,259
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4958,332010,Kilauea,23.9,19851021,19851021,260
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4957,332010,Kilauea,11,19851113,19851113,261
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4956,332010,Kilauea,7.9,19860101,19860101,262
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4955,332010,Kilauea,25,19860127,19860127,263
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4954,332010,Kilauea,37.4,19860222,19860222,264
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4953,332010,Kilauea,5.4,19860322,19860322,265
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4952,332010,Kilauea,24.2,19860413,19860413,266
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4951,332010,Kilauea,36.2,19860507,19860507,267
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4950,332010,Kilauea,48,19860602,19860602,268
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-494f,332010,Kilauea,37.2,19860626,19860626,269
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-494e,332020,Mauna Loa,1197,19840325,19840325,270
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-494d,341090,Popocatepetl,7,19970703,19970703,271
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-494c,341090,Popocatepetl,10,19981125,19981125,272
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-494b,341090,Popocatepetl,49,20001215,20001219,273
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-494a,341090,Popocatepetl,17,20010123,20010123,274
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4949,341090,Popocatepetl,4,20010429,20010429,275
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4948,341120,"Chichon, El",8090,19820329,19820404,276
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4947,342090,Fuego,1,20051227,20051227,277
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4946,342090,Fuego,2,20070315,20070315,278
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4945,342090,Fuego,2,20070701,20070701,279
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4944,342090,Fuego,2,20071215,20071215,280
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4943,342090,Fuego,2,20120913,20120913,281
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4942,342090,Fuego,2,20150207,20150207,282
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4941,342090,Fuego,2,20160104,20160120,283
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4940,342090,Fuego,1,20160210,20160210,284
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-493f,342110,Pacaya,1,19890309,19890309,285
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-493e,342110,Pacaya,23,20100528,20100528,286
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-493d,342110,Pacaya,2,20140302,20140302,287
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-493c,343020,Santa Ana,12,20051001,20051001,288
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-493b,343100,San Miguel,5,20131229,20131229,289
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-493a,344020,San Cristobal,5,20120908,20120908,290
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4939,344020,San Cristobal,1,20121226,20121226,291
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4938,344040,Telica,1,20151122,20151122,292
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4937,344070,"Negro, Cerro",10,19920409,19920409,293
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4936,344090,Momotombo,1.5,20151202,20151202,294
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4935,345070,Turrialba,3,20141030,20141030,295
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4934,351020,"Ruiz, Nevado del",90,19850912,19850912,296
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4933,351020,"Ruiz, Nevado del",660,19851114,19851114,297
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4932,351020,"Ruiz, Nevado del",12,19890901,19890901,298
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4931,351080,Galeras,3,20040812,20040812,299
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4930,352010,Reventador,84,20021103,20021103,300
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-492f,352050,Cotopaxi,20,20150814,20150814,301
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-492e,352080,Tungurahua,6,19991116,19991116,302
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-492d,352080,Tungurahua,32,20010806,20010806,303
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-492c,352080,Tungurahua,12,20030308,20030308,304
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-492b,352080,Tungurahua,10,20060715,20060715,305
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-492a,352080,Tungurahua,30,20060816,20060816,306
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4929,353010,Fernandina,290,19840331,19840331,307
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4928,353010,Fernandina,280,19880914,19880914,308
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4927,353010,Fernandina,580,19910420,19910420,309
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4926,353010,Fernandina,150,20050513,20050513,310
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4925,353010,Fernandina,521,20090411,20090411,311
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4924,353020,Wolf,1080,19820829,19820829,312
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4923,353020,Wolf,200,20150525,20150525,313
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4922,353050,"Negra, Sierra",2524,19791113,19791113,314
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4921,353050,"Negra, Sierra",1928,20051023,20051023,315
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4920,353060,"Azul, Cerro",358,19790201,19790201,316
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-491f,353060,"Azul, Cerro",714,19980915,19980915,317
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-491e,353060,"Azul, Cerro",157,20080530,20080530,318
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-491d,353080,Marchena,200,19910926,19910926,319
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-491c,355100,Lascar,450,19930419,19930419,320
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-491b,355100,Lascar,3,20050504,20050504,321
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-491a,355100,Lascar,2,20060418,20060418,322
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4919,357040,Planchon-Peteroa,1,20110502,20110502,323
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4918,357090,Copahue,500,20121222,20121222,324
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4917,357100,Lonquimay,10,19890112,19890112,325
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4916,357110,Llaima,30,20080101,20080101,326
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4915,357110,Llaima,10,20090403,20090403,327
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4914,357120,Villarrica,5,20150303,20150303,328
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4913,357150,Puyehue-Cordon Caulle,200,20110604,20110604,329
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4912,358020,Calbuco,400,20150422,20150422,330
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4911,358041,Chaiten,14,20080502,20080508,331
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4910,358057,"Hudson, Cerro",4000,19910809,19910815,332
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-490f,358057,"Hudson, Cerro",1,20111026,20111026,333
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-490e,360050,Soufriere Hills,31,19971226,19971226,334
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-490d,360050,Soufriere Hills,2,19980703,19980703,335
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-490c,360050,Soufriere Hills,9,19981112,19981112,336
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-490b,360050,Soufriere Hills,16,19990720,19990720,337
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-490a,360050,Soufriere Hills,3.4,20000320,20000320,338
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4909,360050,Soufriere Hills,33,20010730,20010730,339
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4908,360050,Soufriere Hills,100,20030713,20030713,340
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4907,360050,Soufriere Hills,5,20040303,20040303,341
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4906,360050,Soufriere Hills,8,20050628,20050718,342
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4905,360050,Soufriere Hills,200,20060520,20060520,343
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4904,360050,Soufriere Hills,1,20070108,20070108,344
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4903,360050,Soufriere Hills,3,20080729,20080729,345
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4902,360050,Soufriere Hills,5,20081203,20081203,346
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4901,360050,Soufriere Hills,8,20090103,20090103,347
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-4900,360050,Soufriere Hills,30,20100212,20100212,348
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48ff,360150,Soufriere St. Vincent,3,19790413,19790413,349
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48fe,372020,Eyjafjallajokull,466,20100414,20100414,350
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48fd,372070,Hekla,460,19800818,19800818,351
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48fc,372070,Hekla,10,19810409,19810409,352
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48fb,372070,Hekla,230,19910120,19910120,353
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48fa,372070,Hekla,183,20000226,20000226,354
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48f9,373010,Grimsvotn,10,19830529,19830529,355
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48f8,373010,Grimsvotn,10,19961002,19961002,356
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48f7,373010,Grimsvotn,30,20041102,20041102,357
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48f6,373010,Grimsvotn,300,20110521,20110521,358
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48f5,373030,Bardarbunga,11800,20140831,20140831,359
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48f4,373080,Krafla,250,19800711,19800711,360
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48f3,373080,Krafla,60,19801019,19801019,361
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48f2,373080,Krafla,375,19840905,19840905,362
E3WebApp_Emissions.fid-285b36de_1728a7c6504_-48f1,384010,Fogo,382,20141123,20141123,363
